wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,direction
48,312,352,488,,,,,0.0,1.0,0.0,0.0,3
48,320,352,480,,,,,0.0,1.0,0.0,0.0,3
48,328,352,472,,,,,0.0,1.0,0.0,0.0,3
48,336,352,464,,,,,0.0,1.0,0.0,0.0,2
56,336,344,464,,,,,1.0,0.0,0.0,0.0,2
64,336,336,464,,,,,1.0,0.0,0.0,0.0,2
72,336,328,464,,,,,1.0,0.0,0.0,0.0,2
80,336,320,464,,,,,1.0,0.0,0.0,0.0,2
88,336,312,464,,,,,1.0,0.0,0.0,0.0,2
96,336,304,464,,,,,1.0,0.0,0.0,0.0,2
104,336,296,464,,,,,1.0,0.0,0.0,0.0,2
112,336,288,464,,,,,1.0,0.0,0.0,0.0,2
120,336,280,464,,,,,1.0,0.0,0.0,0.0,2
128,336,272,464,,,,,1.0,0.0,0.0,0.0,2
136,336,264,464,,,,,1.0,0.0,0.0,0.0,2
144,336,256,464,,,,,1.0,0.0,0.0,0.0,2
152,336,248,464,,,,,1.0,0.0,0.0,0.0,2
160,336,240,464,,,,,1.0,0.0,0.0,0.0,2
168,336,232,464,,,,,1.0,0.0,0.0,0.0,2
176,336,224,464,,,,,1.0,0.0,0.0,0.0,2
184,336,216,464,,,,,1.0,0.0,0.0,0.0,2
192,336,208,464,,,,,1.0,0.0,0.0,0.0,2
200,336,200,464,,,,,1.0,0.0,0.0,0.0,2
208,336,192,464,,,,,1.0,0.0,0.0,0.0,2
216,336,184,464,,,,,1.0,0.0,0.0,0.0,2
224,336,176,464,,,,,1.0,0.0,0.0,0.0,2
232,336,168,464,,,,,1.0,0.0,0.0,0.0,2
240,336,160,464,,,,,1.0,0.0,0.0,0.0,2
248,336,152,464,,,,,1.0,0.0,0.0,0.0,2
256,336,144,464,,,,,1.0,0.0,0.0,0.0,2
264,336,136,464,,,,,1.0,0.0,0.0,0.0,2
272,336,128,464,,,,,1.0,0.0,0.0,0.0,2
280,336,120,464,,,,,1.0,0.0,0.0,0.0,2
288,336,112,464,,,,,1.0,0.0,0.0,0.0,2
296,336,104,464,,,,,1.0,0.0,0.0,0.0,2
304,336,96,464,,,,,1.0,0.0,0.0,0.0,2
312,336,88,464,,,,,1.0,0.0,0.0,0.0,2
320,336,80,464,,,,,1.0,0.0,0.0,0.0,2
328,336,72,464,,,,,1.0,0.0,0.0,0.0,2
336,336,64,464,,,,,1.0,0.0,0.0,0.0,2
344,336,56,464,,,,,1.0,0.0,0.0,0.0,2
352,336,48,464,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
352,328,48,472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,320,48,480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,312,48,488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,304,48,496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,296,48,504,,,,,0.0,0.0,0.0,1.0,0
344,296,56,504,,,,,0.0,0.0,1.0,0.0,0
336,296,64,504,,,,,0.0,0.0,1.0,0.0,0
328,296,72,504,,,,,0.0,0.0,1.0,0.0,0
320,296,80,504,,,,,0.0,0.0,1.0,0.0,0
312,296,88,504,,,,,0.0,0.0,1.0,0.0,0
304,296,96,504,,,,,0.0,0.0,1.0,0.0,0
296,296,104,504,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
296,288,104,512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,280,104,520,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,272,104,528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,264,104,536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,256,104,544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,248,104,552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,240,104,560,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,232,104,568,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,224,104,576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,216,104,584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,208,104,592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,200,104,600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,192,104,608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,184,104,616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,176,104,624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,168,104,632,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,160,104,640,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,152,104,648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,144,104,656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,136,104,664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,128,104,672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,120,104,680,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
296,112,104,688,,,,,0.0,0.0,0.0,1.0,0
288,112,112,688,,,,,0.0,0.0,1.0,0.0,3
288,120,112,680,,,,,0.0,1.0,0.0,0.0,3
288,128,112,672,,,,,0.0,1.0,0.0,0.0,3
288,136,112,664,,,,,0.0,1.0,0.0,0.0,3
288,144,112,656,,,,,0.0,1.0,0.0,0.0,3
288,152,112,648,,,,,0.0,1.0,0.0,0.0,3
288,160,112,640,,,,,0.0,1.0,0.0,0.0,3
288,168,112,632,,,,,0.0,1.0,0.0,0.0,3
288,176,112,624,,,,,0.0,1.0,0.0,0.0,3
288,184,112,616,,,,,0.0,1.0,0.0,0.0,3
288,192,112,608,,,,,0.0,1.0,0.0,0.0,3
288,200,112,600,,,,,0.0,1.0,0.0,0.0,3
288,208,112,592,,,,,0.0,1.0,0.0,0.0,3
288,216,112,584,,,,,0.0,1.0,0.0,0.0,3
288,224,112,576,,,,,0.0,1.0,0.0,0.0,3
288,232,112,568,,,,,0.0,1.0,0.0,0.0,3
288,240,112,560,,,,,0.0,1.0,0.0,0.0,3
288,248,112,552,,,,,0.0,1.0,0.0,0.0,3
288,256,112,544,,,,,0.0,1.0,0.0,0.0,3
288,264,112,536,,,,,0.0,1.0,0.0,0.0,3
288,272,112,528,,,,,0.0,1.0,0.0,0.0,3
288,280,112,520,,,,,0.0,1.0,0.0,0.0,3
288,288,112,512,,,,,0.0,1.0,0.0,0.0,3
288,296,112,504,,,,,0.0,1.0,0.0,0.0,3
288,304,112,496,,,,,0.0,1.0,0.0,0.0,3
288,312,112,488,,,,,0.0,1.0,0.0,0.0,3
288,320,112,480,,,,,0.0,1.0,0.0,0.0,3
288,328,112,472,,,,,0.0,1.0,0.0,0.0,3
288,336,112,464,,,,,0.0,1.0,0.0,0.0,3
288,344,112,456,,,,,0.0,1.0,0.0,0.0,3
288,352,112,448,,,,,0.0,1.0,0.0,0.0,3
288,360,112,440,,,,,0.0,1.0,0.0,0.0,3
288,368,112,432,,,,,0.0,1.0,0.0,0.0,3
288,376,112,424,,,,,0.0,1.0,0.0,0.0,3
288,384,112,416,,,,,0.0,1.0,0.0,0.0,3
288,392,112,408,,,,,0.0,1.0,0.0,0.0,3
288,400,112,400,,,,,0.0,1.0,0.0,0.0,3
288,408,112,392,,,,,0.0,1.0,0.0,0.0,3
288,416,112,384,,,,,0.0,1.0,0.0,0.0,3
288,424,112,376,,,,,0.0,1.0,0.0,0.0,3
288,432,112,368,,,,,0.0,1.0,0.0,0.0,3
288,440,112,360,,,,,0.0,1.0,0.0,0.0,3
288,448,112,352,,,,,0.0,1.0,0.0,0.0,3
288,456,112,344,,,,,0.0,1.0,0.0,0.0,3
288,464,112,336,,,,,0.0,1.0,0.0,0.0,3
288,472,112,328,,,,,0.0,1.0,0.0,0.0,3
288,480,112,320,,,,,0.0,1.0,0.0,0.0,3
288,488,112,312,,,,,0.0,1.0,0.0,0.0,3
288,496,112,304,,,,,0.0,1.0,0.0,0.0,3
288,504,112,296,,,,,0.0,1.0,0.0,0.0,3
288,512,112,288,,,,,0.0,1.0,0.0,0.0,3
288,520,112,280,,,,,0.0,1.0,0.0,0.0,3
288,528,112,272,,,,,0.0,1.0,0.0,0.0,3
288,536,112,264,,,,,0.0,1.0,0.0,0.0,3
288,544,112,256,,,,,0.0,1.0,0.0,0.0,3
288,552,112,248,,,,,0.0,1.0,0.0,0.0,3
288,560,112,240,,,,,0.0,1.0,0.0,0.0,3
288,568,112,232,,,,,0.0,1.0,0.0,0.0,3
288,576,112,224,,,,,0.0,1.0,0.0,0.0,3
288,584,112,216,,,,,0.0,1.0,0.0,0.0,3
288,592,112,208,,,,,0.0,1.0,0.0,0.0,3
288,600,112,200,,,,,0.0,1.0,0.0,0.0,3
288,608,112,192,,,,,0.0,1.0,0.0,0.0,3
288,616,112,184,,,,,0.0,1.0,0.0,0.0,3
288,624,112,176,,,,,0.0,1.0,0.0,0.0,3
288,632,112,168,,,,,0.0,1.0,0.0,0.0,3
288,640,112,160,,,,,0.0,1.0,0.0,0.0,3
288,648,112,152,,,,,0.0,1.0,0.0,0.0,3
288,656,112,144,,,,,0.0,1.0,0.0,0.0,3
288,664,112,136,,,,,0.0,1.0,0.0,0.0,3
288,672,112,128,,,,,0.0,1.0,0.0,0.0,3
288,680,112,120,,,,,0.0,1.0,0.0,0.0,3
288,688,112,112,,,,,0.0,1.0,0.0,0.0,3
288,696,112,104,,,,,0.0,1.0,0.0,0.0,3
288,704,112,96,,,,,0.0,1.0,0.0,0.0,3
288,712,112,88,,,,,0.0,1.0,0.0,0.0,3
288,720,112,80,,,,,0.0,1.0,0.0,0.0,3
288,728,112,72,,,,,0.0,1.0,0.0,0.0,0
280,728,120,72,,,,,0.0,0.0,1.0,0.0,0
272,728,128,72,,,,,0.0,0.0,1.0,0.0,0
264,728,136,72,,,,,0.0,0.0,1.0,0.0,0
256,728,144,72,,,,,0.0,0.0,1.0,0.0,0
248,728,152,72,,,,,0.0,0.0,1.0,0.0,0
240,728,160,72,,,,,0.0,0.0,1.0,0.0,0
232,728,168,72,,,,,0.0,0.0,1.0,0.0,0
224,728,176,72,,,,,0.0,0.0,1.0,0.0,0
216,728,184,72,,,,,0.0,0.0,1.0,0.0,0
208,728,192,72,,,,,0.0,0.0,1.0,0.0,0
200,728,200,72,,,,,0.0,0.0,1.0,0.0,0
192,728,208,72,,,,,0.0,0.0,1.0,0.0,0
184,728,216,72,,,,,0.0,0.0,1.0,0.0,0
176,728,224,72,,,,,0.0,0.0,1.0,0.0,0
168,728,232,72,,,,,0.0,0.0,1.0,0.0,0
160,728,240,72,,,,,0.0,0.0,1.0,0.0,0
152,728,248,72,,,,,0.0,0.0,1.0,0.0,0
144,728,256,72,,,,,0.0,0.0,1.0,0.0,0
136,728,264,72,,,,,0.0,0.0,1.0,0.0,0
128,728,272,72,,,,,0.0,0.0,1.0,0.0,0
120,728,280,72,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
120,720,280,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,712,280,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,704,280,96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,696,280,104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,688,280,112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,680,280,120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,672,280,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,664,280,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,656,280,144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,648,280,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,640,280,160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,632,280,168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,624,280,176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,616,280,184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,608,280,192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
120,600,280,200,,,,,0.0,0.0,0.0,1.0,2
128,600,272,200,,,,,1.0,0.0,0.0,0.0,2
136,600,264,200,,,,,1.0,0.0,0.0,0.0,2
144,600,256,200,,,,,1.0,0.0,0.0,0.0,2
152,600,248,200,,,,,1.0,0.0,0.0,0.0,2
160,600,240,200,,,,,1.0,0.0,0.0,0.0,2
168,600,232,200,,,,,1.0,0.0,0.0,0.0,2
176,600,224,200,,,,,1.0,0.0,0.0,0.0,2
184,600,216,200,,,,,1.0,0.0,0.0,0.0,2
192,600,208,200,,,,,1.0,0.0,0.0,0.0,2
